,logFC,logCPM,LR,PValue,FDR,Domain,Phylum,Class,Order,Family,Genus,Species,threshold
ASV005370,0.115735166331032,7.22912202485041,0.216993624782325,0.641340235432206,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,,,,,Not significant
ASV005394,0.115105398060244,7.22910302666071,0.215785577297397,0.642270032054146,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Campylospora,Campylospora_parvula,Not significant
ASV005401,0.125750505529806,7.22942452047068,0.23625072901662,0.62692724773407,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Not significant
ASV005418,0.0656005962784442,7.22761665329658,0.121819129386599,0.727069811081874,0.789298673554067,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,,Not significant
ASV005423,-0.12236784986999,7.22968514894371,0.220483336451895,0.638671886799301,0.784042842117005,Fungi,,,,,,,Not significant
ASV005430,0.0436224027945154,7.22696012458723,0.0806880655705815,0.776367122304556,0.807773592915535,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,,,Not significant
ASV005440,0.0777162529423666,7.22797930493174,0.144641150052735,0.703709991341509,0.784042842117005,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_ambigua,Not significant
ASV005446,0.115735166331032,7.22912202485041,0.216993624782325,0.641340235432206,0.784042842117005,Fungi,,,,,,,Not significant
ASV005514,-0.0466725060939709,7.22718846306427,0.0828637569708823,0.773453405063004,0.807773592915535,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,,Not significant
ASV005517,-0.0933269909896697,7.22872321626177,0.167164001671277,0.682644646925937,0.784042842117005,Fungi,,,,,,,Not significant
ASV005524,0.167832015896626,7.23070407790453,0.318139425976624,0.572727932983305,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_harzianum,Not significant
ASV005525,0.125750505529806,7.22942452047068,0.23625072901662,0.62692724773407,0.784042842117005,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,Not significant
ASV005542,-0.105242527647728,7.22911714975741,0.18895782566187,0.663785429180695,0.784042842117005,Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,GS10,,,,Not significant
ASV005559,0.115735166331032,7.22912202485041,0.216993624782325,0.641340235432206,0.784042842117005,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Scleropezicula,,Not significant
ASV005568,0.115735166331032,7.22912202485041,0.216993624782325,0.641340235432206,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Conlarium,,Not significant
ASV005593,0.0436224027945154,7.22696012458723,0.0806880655705815,0.776367122304556,0.807773592915535,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,,Not significant
ASV005612,0.0898224254248901,7.2283423256236,0.167555740037362,0.682293297816947,0.784042842117005,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Iodophanus,,Not significant
ASV005613,0.115105398060244,7.22910302666071,0.215785577297397,0.642270032054146,0.784042842117005,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,,Not significant
ASV005616,-0.134541218148175,7.2300903823154,0.24304427809176,0.622015971150271,0.784042842117005,Fungi,Ascomycota,,,,,,Not significant
ASV005627,0.0777162529423666,7.22797930493174,0.144641150052735,0.703709991341509,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,,Not significant
ASV005633,0.115735166331032,7.22912202485041,0.216993624782325,0.641340235432206,0.784042842117005,Fungi,Ascomycota,,,,,,Not significant
ASV005634,0.229993964024688,7.23257404883009,0.442289452567647,0.506019499056843,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,,,Not significant
ASV005661,0.115105398060244,7.22910302666071,0.215785577297397,0.642270032054146,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,Chaetosphaeria_myriocarpa,Not significant
ASV005676,-0.134541218148175,7.2300903823154,0.24304427809176,0.622015971150271,0.784042842117005,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_elongata,Not significant
ASV005690,0.115105398060244,7.22910302666071,0.215785577297397,0.642270032054146,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Idriella,Idriella_lunata,Not significant
ASV005703,0.167832015896626,7.23070407790453,0.318139425976624,0.572727932983305,0.784042842117005,Fungi,,,,,,,Not significant
ASV005706,0.229993964024688,7.23257404883009,0.442289452567647,0.506019499056843,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,,,,,Not significant
ASV005714,0.0777162529423666,7.22797930493174,0.144641150052735,0.703709991341509,0.784042842117005,Fungi,Ascomycota,,,,,,Not significant
ASV005715,0.0656005962784442,7.22761665329658,0.121819129386599,0.727069811081874,0.789298673554067,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,Papiliotrema_laurentii,Not significant
ASV005720,0.0764997814395954,7.22794286510975,0.142344782096935,0.70596101970876,0.784042842117005,Fungi,Basidiomycota,Cystobasidiomycetes,,,,,Not significant
ASV005722,0.167832015896626,7.23070407790453,0.318139425976624,0.572727932983305,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,,,Not significant
ASV005727,0.115105398060244,7.22910302666071,0.215785577297397,0.642270032054146,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,,Not significant
ASV005734,0.115735166331032,7.22912202485041,0.216993624782325,0.641340235432206,0.784042842117005,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,,,Not significant
ASV005740,0.0775494252452569,7.22797430716312,0.144326158795935,0.704017547941003,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Branch06,,,,Not significant
ASV005758,0.0764997814395954,7.22794286510975,0.142344782096935,0.70596101970876,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,,,,,Not significant
ASV005777,0.0764997814395954,7.22794286510975,0.142344782096935,0.70596101970876,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Not significant
ASV005818,0.0764997814395954,7.22794286510975,0.142344782096935,0.70596101970876,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Tubeufia,Tubeufia_aurantiella,Not significant
ASV005826,0.0764997814395954,7.22794286510975,0.142344782096935,0.70596101970876,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,,Not significant
ASV005827,-0.154834728966181,7.2307690164523,0.280946915669533,0.596081245358708,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Conlarium,,Not significant
ASV005840,0.115105398060244,7.22910302666071,0.215785577297397,0.642270032054146,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,,,Not significant
ASV005841,-0.134541218148175,7.2300903823154,0.24304427809176,0.622015971150271,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Not significant
ASV005851,0.167832015896626,7.23070407790453,0.318139425976624,0.572727932983305,0.784042842117005,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pseudaleuria,,Not significant
ASV005859,0.167832015896626,7.23070407790453,0.318139425976624,0.572727932983305,0.784042842117005,Fungi,,,,,,,Not significant
ASV005866,0.115735166331032,7.22912202485041,0.216993624782325,0.641340235432206,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Not significant
ASV005873,0.115735166331032,7.22912202485041,0.216993624782325,0.641340235432206,0.784042842117005,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,Fibulochlamys,Fibulochlamys_chilensis,Not significant
ASV005882,-0.105242527647728,7.22911714975741,0.18895782566187,0.663785429180695,0.784042842117005,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylella,Dactylella_clavata,Not significant
ASV005895,0.0764997814395954,7.22794286510975,0.142344782096935,0.70596101970876,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,,Not significant
ASV005901,0.0764997814395954,7.22794286510975,0.142344782096935,0.70596101970876,0.784042842117005,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,,,Not significant
ASV005920,0.115735166331032,7.22912202485041,0.216993624782325,0.641340235432206,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Gibberella,Gibberella_tricincta,Not significant
ASV005930,0.115105398060244,7.22910302666071,0.215785577297397,0.642270032054146,0.784042842117005,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,Cystofilobasidium_capitatum,Not significant
ASV005931,0.167832015896626,7.23070407790453,0.318139425976624,0.572727932983305,0.784042842117005,Fungi,Ascomycota,,,,,,Not significant
ASV005941,0.0764997814395954,7.22794286510975,0.142344782096935,0.70596101970876,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,,,Not significant
ASV005945,0.145505315956009,7.23002335261604,0.274491189680769,0.600334831879448,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,,Not significant
ASV005947,-0.129415164212972,7.22991958421557,0.233528469403866,0.628919774784006,0.784042842117005,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Anguillospora,Anguillospora_longissima,Not significant
ASV002492,-0.152911722350639,7.23072876762119,0.278081743474666,0.597961275094836,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,,Not significant
ASV002664,-0.039541382491355,7.22695487405983,0.0701197510296322,0.791162502579434,0.807773592915535,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor_racemosus,Not significant
ASV002710,-0.0648572375285749,7.22778689776851,0.115578068776924,0.733880817214636,0.789298673554067,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis_leptospora,Not significant
ASV002748,-0.0821967527864166,7.22835931005814,0.147005174161797,0.701413908500445,0.784042842117005,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,,Not significant
ASV002795,-0.0821967527864166,7.22835931005814,0.147005174161797,0.701413908500445,0.784042842117005,Fungi,Ascomycota,,,,,,Not significant
ASV002843,-0.127763389539096,7.22987828603865,0.230884902447507,0.630868461578763,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,,Not significant
ASV002877,0.128405054433405,7.22951616931631,0.241771676851948,0.622929434594641,0.784042842117005,Fungi,Basidiomycota,Wallemiomycetes,Wallemiales,Wallemiaceae,Wallemia,Wallemia_sebi,Not significant
ASV002949,0.128405054433405,7.22951616931631,0.241771676851948,0.622929434594641,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaetopsis,Pyrenochaetopsis_leptospora,Not significant
ASV002950,-0.103855965923552,7.22907827543785,0.186629287308185,0.665736965498324,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,,Not significant
ASV002993,0.128405054433405,7.22951616931631,0.241771676851948,0.622929434594641,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,,,Not significant
ASV003010,0.128405054433405,7.22951616931631,0.241771676851948,0.622929434594641,0.784042842117005,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus,,Not significant
ASV003035,-0.103855965923552,7.22907827543785,0.186629287308185,0.665736965498324,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,,Not significant
ASV003045,-0.0803580489492629,7.2282984903736,0.143660627072567,0.704668636548782,0.784042842117005,Fungi,,,,,,,Not significant
ASV003128,-0.152911722350639,7.23072876762119,0.278081743474666,0.597961275094836,0.784042842117005,Fungi,Glomeromycota,,,,,,Not significant
ASV003146,-0.0459859596366204,7.22716634844163,0.0816468222788634,0.775077969907723,0.807773592915535,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,,Not significant
ASV003165,-0.123834394746578,7.22974628539332,0.223572356737888,0.636331339470335,0.784042842117005,Fungi,,,,,,,Not significant
ASV003192,-0.0920751000744069,7.22868661066936,0.165024258313364,0.68457230610743,0.784042842117005,Fungi,Ascomycota,,,,,,Not significant
ASV003197,-0.108241033248093,7.2292244651179,0.194704397287153,0.659029694047788,0.784042842117005,Fungi,Ascomycota,,,,,,Not significant
ASV003213,-0.127462869051084,7.2298681817967,0.23032501594518,0.63128293874047,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Branch06,,,,Not significant
ASV003228,-0.103855965923552,7.22907827543785,0.186629287308185,0.665736965498324,0.784042842117005,Fungi,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiales_fam_Incertae_sedis,Sakaguchia,Sakaguchia_lamellibrachiae,Not significant
ASV003229,-0.039541382491355,7.22695487405983,0.0701197510296322,0.791162502579434,0.807773592915535,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,,,Not significant
ASV003233,-0.103855965923552,7.22907827543785,0.186629287308185,0.665736965498324,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,,Not significant
ASV003249,-0.123834394746578,7.22974628539332,0.223572356737888,0.636331339470335,0.784042842117005,Fungi,,,,,,,Not significant
ASV003264,-0.127763389539096,7.22987828603865,0.230884902447507,0.630868461578763,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,,Not significant
ASV003267,-0.132834266411605,7.23004898082208,0.240346513366019,0.623955956529804,0.784042842117005,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,,Not significant
ASV003288,-0.152911722350639,7.23072876762119,0.278081743474666,0.597961275094836,0.784042842117005,Fungi,Basidiomycota,Agaricomycetes,,,,,Not significant
ASV003308,-0.039541382491355,7.22695487405983,0.0701197510296322,0.791162502579434,0.807773592915535,Fungi,Ascomycota,,,,,,Not significant
ASV003339,0.128405054433405,7.22951616931631,0.241771676851948,0.622929434594641,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Stachybotrys_chartarum,Not significant
ASV003353,-0.0803580489492629,7.2282984903736,0.143660627072567,0.704668636548782,0.784042842117005,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_indicum,Not significant
ASV003358,-0.103855965923552,7.22907827543785,0.186629287308185,0.665736965498324,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,,,Not significant
ASV003365,-0.123834394746578,7.22974628539332,0.223572356737888,0.636331339470335,0.784042842117005,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,Geastrum_triplex,Not significant
ASV003371,-0.127763389539096,7.22987828603865,0.230884902447507,0.630868461578763,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Campylospora,Campylospora_parvula,Not significant
ASV003383,-0.0803580489492629,7.2282984903736,0.143660627072567,0.704668636548782,0.784042842117005,Fungi,Ascomycota,,,,,,Not significant
ASV003387,0.128405054433405,7.22951616931631,0.241771676851948,0.622929434594641,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Veronaea,,Not significant
ASV003396,-0.103855965923552,7.22907827543785,0.186629287308185,0.665736965498324,0.784042842117005,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Natantispora,Natantispora_retorquens,Not significant
ASV003399,-0.0821967527864166,7.22835931005814,0.147005174161797,0.701413908500445,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,,,Not significant
ASV003402,-0.127462869051084,7.2298681817967,0.23032501594518,0.63128293874047,0.784042842117005,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania_pintolopesii,Not significant
ASV003405,-0.127763389539096,7.22987828603865,0.230884902447507,0.630868461578763,0.784042842117005,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,Not significant
ASV003410,-0.0821967527864166,7.22835931005814,0.147005174161797,0.701413908500445,0.784042842117005,Fungi,,,,,,,Not significant
ASV003411,-0.0920751000744069,7.22868661066936,0.165024258313364,0.68457230610743,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,,,Not significant
ASV003413,0.128405054433405,7.22951616931631,0.241771676851948,0.622929434594641,0.784042842117005,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Ochroconis,Ochroconis_minima,Not significant
ASV003418,-0.0459859596366204,7.22716634844163,0.0816468222788634,0.775077969907723,0.807773592915535,Fungi,,,,,,,Not significant
ASV003423,-0.123834394746578,7.22974628539332,0.223572356737888,0.636331339470335,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,,,,Not significant
ASV003452,-0.152911722350639,7.23072876762119,0.278081743474666,0.597961275094836,0.784042842117005,Fungi,,,,,,,Not significant
ASV003457,-0.039541382491355,7.22695487405983,0.0701197510296322,0.791162502579434,0.807773592915535,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,,,Not significant
ASV003458,-0.127462869051084,7.2298681817967,0.23032501594518,0.63128293874047,0.784042842117005,Fungi,Rozellomycota,Rozellomycotina_cls_Incertae_sedis,Branch03,,,,Not significant
ASV003466,-0.123834394746578,7.22974628539332,0.223572356737888,0.636331339470335,0.784042842117005,Fungi,Chytridiomycota,,,,,,Not significant
ASV003467,-0.127462869051084,7.2298681817967,0.23032501594518,0.63128293874047,0.784042842117005,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_ochraceopetaliformis,Not significant
